"x","y","z","class"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.13134765625,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.13134765625,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.13134765625,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.10410690307617,0.408610433340073,-5.28469514846802,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.17220878601074,0.408610433340073,-5.23021364212036,"still"
8.17220878601074,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.17220878601074,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.17220878601074,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.07686614990234,0.408610433340073,-5.2710747718811,"still"
8.19944953918457,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.17220878601074,0.408610433340073,-5.24383401870728,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.13134765625,0.408610433340073,-5.21659326553345,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.17220878601074,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.17220878601074,0.408610433340073,-5.23021364212036,"still"
8.17220878601074,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.2710747718811,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.13134765625,0.408610433340073,-5.21659326553345,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.17220878601074,0.408610433340073,-5.24383401870728,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.17220878601074,0.408610433340073,-5.23021364212036,"still"
8.17220878601074,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.17220878601074,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.13134765625,0.408610433340073,-5.21659326553345,"still"
8.17220878601074,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.10410690307617,0.408610433340073,-5.23021364212036,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.10410690307617,0.463091820478439,-5.23021364212036,"still"
8.28117179870605,0.23154591023922,-5.24383401870728,"still"
8.19944953918457,0.286027312278748,-5.2710747718811,"still"
8.13134765625,0.463091820478439,-5.21659326553345,"still"
8.10410690307617,0.463091820478439,-5.24383401870728,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.13134765625,0.286027312278748,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.340508699417114,-5.21659326553345,"still"
8.17220878601074,0.408610433340073,-5.24383401870728,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.13134765625,0.408610433340073,-5.21659326553345,"still"
8.13134765625,0.408610433340073,-5.21659326553345,"still"
8.13134765625,0.408610433340073,-5.21659326553345,"still"
8.13134765625,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.13134765625,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.19944953918457,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.19944953918457,0.408610433340073,-5.21659326553345,"still"
8.17220878601074,0.340508699417114,-5.24383401870728,"still"
8.2266902923584,0.408610433340073,-5.24383401870728,"still"
8.17220878601074,0.408610433340073,-5.24383401870728,"still"
8.17220878601074,0.408610433340073,-5.24383401870728,"still"
8.13134765625,0.408610433340073,-5.21659326553345,"still"
8.07686614990234,0.408610433340073,-5.21659326553345,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
8.10410690307617,0.408610433340073,-5.24383401870728,"still"
