"user","x","y","z","class"
"1",8.13134765625,0.463091820478439,-5.21659326553345,"still"
"1",8.10410690307617,0.463091820478439,-5.24383401870728,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.286027312278748,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.340508699417114,-5.21659326553345,"still"
"1",8.17220878601074,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.19944953918457,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.19944953918457,0.408610433340073,-5.21659326553345,"still"
"1",8.17220878601074,0.340508699417114,-5.24383401870728,"still"
"1",8.2266902923584,0.408610433340073,-5.24383401870728,"still"
"1",8.17220878601074,0.408610433340073,-5.24383401870728,"still"
"1",8.17220878601074,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.17220878601074,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.29831504821777,"still"
"1",8.07686614990234,0.408610433340073,-5.2710747718811,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.17220878601074,0.340508699417114,-5.18935251235962,"still"
"1",8.13134765625,0.340508699417114,-5.16211175918579,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.19944953918457,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.340508699417114,-5.21659326553345,"still"
"1",8.07686614990234,0.340508699417114,-5.21659326553345,"still"
"1",8.17220878601074,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.340508699417114,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.408610433340073,-5.2710747718811,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.19944953918457,0.408610433340073,-5.21659326553345,"still"
"1",8.19944953918457,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.17220878601074,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.340508699417114,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.340508699417114,-5.24383401870728,"still"
"1",8.07686614990234,0.340508699417114,-5.21659326553345,"still"
"1",8.17220878601074,0.408610433340073,-5.24383401870728,"still"
"1",8.19944953918457,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.340508699417114,-5.24383401870728,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.17220878601074,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.340508699417114,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.19944953918457,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.340508699417114,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.340508699417114,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.340508699417114,-5.21659326553345,"still"
"1",8.10410690307617,0.340508699417114,-5.24383401870728,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.17220878601074,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.340508699417114,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.17220878601074,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.340508699417114,-5.21659326553345,"still"
"1",8.17220878601074,0.408610433340073,-5.29831504821777,"still"
"1",8.17220878601074,0.408610433340073,-5.29831504821777,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.17220878601074,0.408610433340073,-5.24383401870728,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.13134765625,0.340508699417114,-5.21659326553345,"still"
"1",8.17220878601074,0.408610433340073,-5.24383401870728,"still"
"1",8.13134765625,0.408610433340073,-5.21659326553345,"still"
"1",8.07686614990234,0.408610433340073,-5.21659326553345,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
"1",8.10410690307617,0.408610433340073,-5.24383401870728,"still"
